Name,Branch,Place,Exams Accepted,Fees
"MLR Institute of Technology, Dundigal",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 280,000"
"Sree Chitra Thirunal College of Engineering, Thiruvananthapuram",B.Tech Mechanical Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 163,000"
"Hindusthan College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"BS Anangpuria Institute of Technology and Management, Faridabad",B.Tech Mechanical Engineering,"Alampur, Haryana",JEE,"Fees:  ₹ 420,000"
"Sandip University, Nashik",B.Tech Mechanical Engineering,"Nashik, Maharashtra",NA,NA
"The NorthCap University, Gurgaon",B.Tech Mechanical Engineering,"Gurgaon, Haryana",JEE,"Fees:  ₹ 984,000"
"G Pulla Reddy Engineering College, Kurnool",B.Tech Mechanical Engineering,"Kurnool, Andhra Pradesh",AP,"Fees:  ₹ 320,000"
"Madhav Institute of Technology and Science, Gwalior",BE Mechanical Engineering,"Gwalior, Madhya Pradesh",JEE,"Fees:  ₹ 248,000"
"Pondicherry Engineering College, Puducherry",B.Tech Mechanical Engineering,"Pillaichavady, Puducherry",NA,"Fees:  ₹ 106,000"
"Institute of Infrastructure Technology Research and Management, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",GUJCET,"Fees:  ₹ 597,230"
National Institute of Technology Uttarakhand,B.Tech Mechanical Engineering,"Srinagar, Uttarakhand",JEE,"Fees:  ₹ 576,600"
National Institute of Technology Andhra Pradesh,B.Tech Mechanical Engineering,"Tadepalligudem, Andhra Pradesh",JEE,"Fees:  ₹ 562,300"
"DKTE Society's Textile and Engineering Institute, Ichalkaranji",B.Tech Mechanical Engineering,"Kolhapur, Maharashtra",NA,Exams:  MAHA CET 
"Dr DY Patil Institute of Technology, Pune",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 352,000"
"Kalyani Government Engineering College, Nadia",B.Tech Mechanical Engineering,"Kolkata, West Bengal",WBJEE,"Fees:  ₹ 34,255"
"GITAM Institute of Technology, Visakhapatnam",B.Tech Mechanical Engineering,"Visakhapatnam, Andhra Pradesh",GITAM,"Fees:  ₹ 1,088,800"
"PES Institute of Technology, Bangalore South Campus, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 1,280,000"
"LJ Institute of Engineering and Technology, Ahmedabad",BE Mechanical Engineering,"Ahmedabad, Gujarat",GUJCET,"Fees:  ₹ 292,000"
"Shri Mata Vaishno Devi University, Katra",B.Tech Mechanical Engineering,"Katra, Jammu and Kashmir",JEE,"Fees:  ₹ 561,750"
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Vishnupuri",B.Tech Mechanical Engineering,"Vishnupuri, Maharashtra",NA,"Fees:  ₹ 301,004"
"Government College of Engineering and Research, Pune",B.Tech Mechanical Engineering,"Awasari Khurd, Maharashtra",NA,"Fees:  ₹ 99,452"
National Institute of Technology Kurukshetra,B.Tech Mechanical Engineering,"Kurukshetra, Haryana",JEE,"Fees:  ₹ 566,900"
"SDM College of Engineering and Technology, Dharwad",BE Mechanical Engineering,"Dharwad, Karnataka",COMEDK,"Fees:  ₹ 512,000"
"Abacus Institute of Engineering and Management, Hooghly",B.Tech Mechanical Engineering,"Kola, West Bengal",JEE,"Fees:  ₹ 300,000"
"Academy of Technology, Hooghly",B.Tech Mechanical Engineering,"Hooghly, West Bengal",JEE,"Fees:  ₹ 359,000"
Indian Institute of Technology Ropar,B.Tech Mechanical Engineering,"Rupnagar, Punjab",JEE,"Fees:  ₹ 858,200"
"SRM University, Delhi-NCR, Sonepat",B.Tech Mechanical Engineering,"Sonipat, Haryana",JEE,"Fees:  ₹ 600,000"
"Kongu Engineering College, Erode",BE Mechanical Engineering,"Perundurai, Tamil Nadu",NA,"Fees:  ₹ 372,000"
"JNTUA College of Engineering, Anantapur",B.Tech Mechanical Engineering,"Anantapur, Andhra Pradesh",NA,"Fees:  ₹ 40,000"
"Rajkiya Engineering College, Bijnor",B.Tech Mechanical Engineering,"Bijnor, Uttar Pradesh",UPSEE,"Fees:  ₹ 221,220"
"KK Wagh Institute of Engineering Education and Research, Nashik",BE Mechanical Engineering,"Nashik, Maharashtra",MAHA,"Fees:  ₹ 328,000"
"Thakur College of Engineering and Technology, Mumbai",BE Mechanical Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 585,304"
Indian Institute of Technology Guwahati,B.Tech Mechanical Engineering,"Guwahati, Assam",JEE,"Fees:  ₹ 861,150"
Indian Institute of Technology Indian School of Mines Dhanbad,B.Tech Mechanical Engineering,"Dhanbad, Jharkhand",JEE,"Fees:  ₹ 904,100"
"Sree Vidyanikethan Engineering College, Tirupati",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 300,000"
"Sethu Institute of Technology, Kariapatti",BE Mechanical Engineering,"S.Kallupatti, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Kamla Nehru Institute of Technology, Sultanpur",B.Tech Mechanical Engineering,"Sultanpur, Uttar Pradesh",JEE,"Fees:  ₹ 238,400"
"VIT University, Bhopal",B.Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Sri Padmavati Mahila Visvavidyalayam, Tirupati",B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",NA,"Exams:  AP EAMCET ,  AP ECET "
"Sardar Patel College of Engineering, Mumbai",B.Tech Mechanical Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 338,800"
"Mahatma Gandhi Institute of Technology, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 351,000"
"Panimalar Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Srinivas Institute of Technology, Mangalore",BE Mechanical Engineering,"Arkula, Karnataka",COMEDK,"Fees:  ₹ 316,000"
"Jalpaiguri Government Engineering College, Jalpaiguri",B.Tech Mechanical Engineering,"Jalpaiguri, West Bengal",WBJEE,"Fees:  ₹ 35,209"
"Madan Mohan Malaviya University of Technology, Gorakhpur",B.Tech Mechanical Engineering,"Gorakhpur, Uttar Pradesh",NA,"Fees:  ₹ 643,700"
National Institute of Technology Durgapur,B.Tech Mechanical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 550,900"
"Amrita School of Engineering, Bengaluru",B.Tech Mechanical Engineering,"Bangalore, Karnataka",AEEE,"Fees:  ₹ 800,000"
"PES College of Engineering, Mandya",BE Mechanical Engineering,"Mandya, Karnataka",COMEDK,"Fees:  ₹ 72,360"
"MIT Academy of Engineering, Pune",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 622,948"
"KIT's College of Engineering, Kolhapur",B.Tech Mechanical Engineering,"Gokul Shirgaon, Maharashtra",MAHA,"Fees:  ₹ 358,920"
"Fr C Rodrigues Institute of Technology, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 544,780"
"Guru Jambheshwar University of Science and Technology, Hisar",B.Tech Mechanical Engineering,"Hisar, Haryana",JEE,"Fees:  ₹ 222,000"
"University Institute of Engineering and Technology, Panjab University, Chandigarh",BE Mechanical Engineering,"Chandigarh, Chandigarh",JEE,"Fees:  ₹ 289,000"
"Cambridge Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Kakatiya Institute of Technology and Science, Warangal",B.Tech Mechanical Engineering,"Warangal, Telangana",TS,"Fees:  ₹ 420,000"
"SNS College of Technology, Coimbatore",BE Mechanical Engineering,"Kurumbapalayam, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"ACS College of Engineering, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,"Exams:  JEE Main ,  COMEDK UGET ,  KCET "
"Mar Athanasius College of Engineering, Kothamangalam",B.Tech Mechanical Engineering,"Kothamangalam, Kerala",KEAM,"Fees:  ₹ 31,900"
National Institute of Technology Hamirpur,B.Tech Mechanical Engineering,"Hamirpur, Himachal Pradesh",JEE,"Fees:  ₹ 568,050"
"Velagapudi Ramakrishna Siddhartha Engineering College, Vijayawada",B.Tech Mechanical Engineering,"Vijayawada, Andhra Pradesh",AP,"Fees:  ₹ 415,400"
"RMK Engineering College, Thiruvallur",BE Mechanical Engineering,"Tiruvallur, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Dr MGR Educational and Research Institute, Chennai",B.Tech Mechanical Engineering,"Chennai, Tamil Nadu",JEE,"Fees:  ₹ 560,000"
"Muzaffarpur Institute of Technology, Muzaffarpur",B.Tech Mechanical Engineering,"Muzaffarpur, Bihar",BCECE,"Fees:  ₹ 76,820"
"Vignan's Foundation for Science Technology and Research, Guntur",B.Tech Mechanical Engineering,"Guntur, Andhra Pradesh",JEE,"Fees:  ₹ 820,000"
"Techno India, Salt Lake",B.Tech Mechanical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 300,000"
"GLA University, Mathura",B.Tech Mechanical Engineering,"Mathura, Uttar Pradesh",GLAET,"Fees:  ₹ 630,000"
"Shree LR Tiwari College of Engineering, Thane",BE Mechanical Engineering,"Thane, Maharashtra",JEE,"Fees:  ₹ 344,824"
"Saveetha Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"KIET Group of Institutions, Ghaziabad",B.Tech Mechanical Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 565,196"
"Vidyavardhaka College of Engineering, Mysore",BE Mechanical Engineering,"Mysuru, Karnataka",COMEDK,"Fees:  ₹ 807,840"
"The Institutions of Engineers India, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",NA,NA
"Sri Sai Ram Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Lakireddy Bali Reddy College of Engineering, Mylavaram",B.Tech Mechanical Engineering,"Mylavaram, Andhra Pradesh",AP,"Fees:  ₹ 315,200"
"University Institute of Engineering and Technology, Maharshi Dayanand University, Rohtak",B.Tech Mechanical Engineering,"Rohtak, Haryana",JEE,"Fees:  ₹ 251,336"
"JS University, Shikohabad",B.Tech Mechanical Engineering,"Shikohabad, Uttar Pradesh",NA,NA
"Ajeenkya DY Patil University, Pune",B.Tech Mechanical Engineering,"Pune, Maharashtra",NA,NA
"Bipin Tripathi Kumaon Institute of Technology, Dwarahat",B.Tech Mechanical Engineering,"Hulank Talli Mirai, Uttarakhand",JEE,"Fees:  ₹ 276,000"
"Government Engineering College, Barton Hill, Thiruvananthapuram",B.Tech Mechanical Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 48,968"
"JSS Academy of Technical Education, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 821,000"
"SRM Institute of Science and Technology, NCR Campus, Ghaziabad",B.Tech Mechanical Engineering,"Sadabad Jakhaiva, Uttar Pradesh",NA,NA
"OPJS University, Rajgarh",B.Tech Mechanical Engineering,"Churu, Rajasthan",NA,NA
"Birla Institute of Technology, Patna",BE Mechanical Engineering,"Patna, Bihar",JEE,"Fees:  ₹ 1,070,000"
"Anjuman-I-Islam's Kalsekar Technical Campus, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",MAHA,"Fees:  ₹ 292,213"
"Adarsha College of Engineering, Angul",B.Tech Mechanical Engineering,"Angul, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Institute of Engineering and Technology Devi Ahilya Vishwavidyalaya, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 328,844"
"Walchand Institute of Technology, Solapur",B.Tech Mechanical Engineering,"Solapur, Maharashtra",JEE,"Fees:  ₹ 422,028"
"Priyadarshini College of Engineering, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 416,000"
"NIE Institute of Technology, Mysore",BE Mechanical Engineering,"Anagahalli, Karnataka",COMEDK,"Fees:  ₹ 236,560"
"Dharmsinh Desai University, Nadiad",B.Tech Mechanical Engineering,"Nadiad, Gujarat",JEE,"Fees:  ₹ 608,000"
"Shri Sant Gajanan Maharaj College of Engineering, Shegaon",BE Mechanical Engineering,"Shegaon, Maharashtra",JEE,"Fees:  ₹ 430,200"
"Rajiv Gandhi Institute of Technology, Kottayam",B.Tech Mechanical Engineering,"Kottayam, Kerala",KEAM,"Fees:  ₹ 27,448"
"Institute of Engineering and Management, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 520,800"
"Sanjivani College of Engineering, Kopargaon",B.Tech Mechanical Engineering,"Kopargaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Government College of Engineering, Nagpur",BE Mechanical Engineering,"Khapri, Maharashtra",NA,Exams:  MAHA CET 
"Don Bosco Institute of Technology, Mumbai",BE Mechanical Engineering,"Mumbai, Maharashtra",NA,"Fees:  ₹ 496,305"
"Amal Jyothi College of Engineering, Kottayam",B.Tech Mechanical Engineering,"Koovappally, Kerala",KEAM,"Fees:  ₹ 370,100"
"Alliance College of Engineering and Design, Bangalore",B.Tech Mechanical Engineering,"Bangalore, Karnataka",Alliance,"Fees:  ₹ 800,000"
National Institute of Technology Jamshedpur,B.Tech Mechanical Engineering Hons,"Jamshedpur, Jharkhand",JEE,"Fees:  ₹ 716,000"
"Amity School of Engineering and Technology, Noida",B.Tech Mechanical Engineering,"Noida, Uttar Pradesh",Amity,"Fees:  ₹ 1,064,000"
"Dwarkadas J Sanghvi College of Engineering, Mumbai",BE Mechanical Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 634,824"
"PE Society's Modern College of Engineering, Pune",B.Tech Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 369,000"
"Amrita School of Engineering, Amritapuri",B.Tech Mechanical Engineering,"Vallikavu, Kerala",JEE,"Fees:  ₹ 566,000"
"Zakir Husain College of Engineering and Technology, Aligarh Muslim University, Aligarh",B.Tech Mechanical Engineering,"Aligarh, Uttar Pradesh",NA,Exams:  AMU Entrance Test 
"Dr Mahalingam College of Engineering and Technology, Pollachi",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Indira Gandhi Institute of Technology, Sarang",B.Tech Mechanical Engineering,"Khalapal, Odisha",OJEE,"Fees:  ₹ 128,804"
"Annamalai University, Annamalai Nagar",BE Mechanical Engineering,"Chidambaram, Tamil Nadu",NA,"Fees:  ₹ 264,800"
"Sri Venkateswara College of Engineering, Sriperumbudur",BE Mechanical Engineering,"Kanchipuram, Tamil Nadu",NA,"Fees:  ₹ 980,000"
"Vishnu Institute of Technology, Bhimavaram",B.Tech Mechanical Engineering,"Bhimavaram, Andhra Pradesh",AP,"Fees:  ₹ 355,400"
"Bangalore University, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 100,480"
Indian Institute of Technology Tirupati,B.Tech Mechanical Engineering,"Tirupati, Andhra Pradesh",JEE,"Fees:  ₹ 880,650"
"University Institute of Engineering and Technology CSJMU, Kanpur",B.Tech Mechanical Engineering,"Kanpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 332,800"
"Marri Laxman Reddy Institute of Technology and Management, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 260,000"
"MIT School of Engineering, Pune",B.Tech Mechanical Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Government Engineering College, Bilaspur",B.Tech Mechanical Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 80,000"
"CMR College of Engineering and Technology, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 400,000"
"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",B.Tech Mechanical Engineering,"Chennai, Tamil Nadu",VTUEEE,"Fees:  ₹ 1,060,000"
"Yashwantrao Chavan Maharashtra Open University, Nashik",B.Tech Mechanical Engineering,"Nashik, Maharashtra",NA,NA
"AD Patel Institute of Technology, Anand",B.Tech Mechanical Engineering,"Vitthal Udyognagar INA, Gujarat",GUJCET,"Fees:  ₹ 424,000"
"MES College of Engineering, Malappuram",B.Tech Mechanical Engineering,"Malappuram, Kerala",JEE,"Fees:  ₹ 300,000"
"Silver Oak College of Engineering and Technology, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 300,000"
"Sai Nath University, Ranchi",B.Tech Mechanical Engineering,"Ranchi, Jharkhand",NA,NA
"Rajarajeswari College of Engineering, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 154,000"
"East West Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"NIMS University, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 320,000"
"SJB Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 667,840"
"Government Engineering College, Raipur",BE Mechanical Engineering,"Sejbahar, Chhattisgarh",JEE,"Fees:  ₹ 82,780"
"Annasaheb Dange College of Engineering and Technology, Sangli",BE Mechanical Engineering,"Ashta, Maharashtra",JEE,"Fees:  ₹ 316,000"
"Gautam Buddha University, Greater Noida",B.Tech Mechanical Engineering,"Greater Noida, Uttar Pradesh",NA,"Fees:  ₹ 416,000"
"Chandubhai S Patel Institute of Technology, Anand",B.Tech Mechanical Engineering,"Anand, Gujarat",GUJCET,"Fees:  ₹ 448,000"
"Kalinga University, Raipur",B.Tech Mechanical Engineering,"Naya Raipur, Chhattisgarh",NA,"Fees:  ₹ 401,000"
"Veer Surendra Sai University of Technology, Sambalpur",B.Tech Mechanical Engineering,"Burla, Odisha",JEE,"Fees:  ₹ 173,030"
"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",B.Tech Mechanical Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 451,500"
"JNTUA College of Engineering, Kalikiri",B.Tech Mechanical Engineering,"Kalikiri, Andhra Pradesh",AP,"Fees:  ₹ 68,895"
"Government College of Engineering, Jalgaon",B.Tech Mechanical Engineering,"Jalgaon, Maharashtra",MAHA,"Fees:  ₹ 260,000"
"PSNA College of Engineering and Technology, Dindigul",BE Mechanical Engineering,"Dindigul, Tamil Nadu",NA,"Fees:  ₹ 300,000"
"BVV Sangha's Basaveshwar Engineering College, Bagalkot",BE Mechanical Engineering,"Bagalkot, Karnataka",JEE,"Fees:  ₹ 277,520"
"Netaji Subhas Institute of Technology, Patna",B.Tech Mechanical Engineering,"Patna, Bihar",NA,"Fees:  ₹ 389,300"
"Ujjain Engineering College, Ujjain",BE Mechanical Engineering,"Ujjain, Madhya Pradesh",NA,"Fees:  ₹ 98,714"
"Bharath Institute of Higher Education and Research, Chennai",B.Tech Mechanical Engineering,"Chennai, Tamil Nadu",BEEE,"Fees:  ₹ 600,000"
"Bapuji Institute of Engineering and Technology, Davangere",BE Mechanical Engineering,"Davanagere, Karnataka",KCET,"Fees:  ₹ 340,000"
"Saintgits College of Engineering, Kottayam",B.Tech Mechanical Engineering,"Pathamuttam, Kerala",KEAM,"Fees:  ₹ 380,000"
"Jaipur National University, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,NA
"Don Bosco Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 213,840"
"Indian Naval Academy, Kannur",B.Tech Mechanical Engineering,"Kannur, Kerala",NA,NA
"Bundelkhand Institute of Engineering and Technology, Jhansi",B.Tech Mechanical Engineering,"Jhansi, Uttar Pradesh",UPSEE,"Fees:  ₹ 199,200"
"HKBK College of Engineering, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 227,600"
"Imperial College of Engineering and Research, Pune",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 422,000"
"Government Engineering College, Yavatmal",B.Tech Mechanical Engineering,"Yavatmal, Maharashtra",NA,Exams:  MAHA CET 
"Sikkim Manipal Institute of Technology, Sikkim",B.Tech Mechanical Engineering,"Majitar, Sikkim",JEE,"Fees:  ₹ 1,040,000"
"Techno International New Town, Kolkata",B.Tech Mechanical Engineering,"New Town, West Bengal",JEE,"Fees:  ₹ 300,000"
"Sri Krishna College of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 192,000"
"KLE Institute of Technology, Hubli",B.Tech Mechanical Engineering,"Hubli, Karnataka",COMEDK,"Fees:  ₹ 132,000"
"Global Academy of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"Rabindranath Tagore University, Raisen",BE Mechanical Engineering,"Raisen, Madhya Pradesh",NA,NA
"Government Engineering College, Bikaner",B.Tech Mechanical Engineering,"Bikaner, Rajasthan",NA,"Fees:  ₹ 220,000"
"Gudlavalleru Engineering College, Gudlavalleru",B.Tech Mechanical Engineering,"Gudlavalleru, Andhra Pradesh",JEE,"Fees:  ₹ 307,600"
"PSG Institute of Technology and Applied Research, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 258,000"
"Bundelkhand University, Jhansi",B.Tech Mechanical Engineering,"Jhansi, Uttar Pradesh",UPSEE,"Fees:  ₹ 268,200"
"Siksha 'O' Anusandhan, Bhubaneswar",B.Tech Mechanical Engineering,"Bhubaneshwar, Odisha",JEE,"Fees:  ₹ 1,005,000"
