Name,Branch,Place,Exams Accepted,Fees
"SDM College of Engineering and Technology, Dharwad",BE Civil Engineering,"Dharwad, Karnataka",COMEDK,"Fees:  ₹ 5,12,000"
"Abacus Institute of Engineering and Management, Hooghly",B.Tech Civil Engineering,"Kola, West Bengal",JEE,"Fees:  ₹ 3,00,000"
Indian Institute of Technology Ropar,B.Tech Civil Engineering,"Rupnagar, Punjab",JEE,"Fees:  ₹ 8,58,200"
"SRM University, Delhi-NCR, Sonepat",B.Tech Civil Engineering,"Sonipat, Haryana",JEE,"Fees:  ₹ 6,00,000"
"Kongu Engineering College, Erode",BE Civil Engineering,"Perundurai, Tamil Nadu",NA,"Fees:  ₹ 3,72,000"
"JNTUA College of Engineering, Anantapur",B.Tech Civil Engineering,"Anantapur, Andhra Pradesh",AP,"Fees:  ₹ 40,000"
"Rajkiya Engineering College, Bijnor",B.Tech Civil Engineering,"Bijnor, Uttar Pradesh",UPSEE,"Fees:  ₹ 221,220"
"KK Wagh Institute of Engineering Education and Research, Nashik",BE Civil Engineering,"Nashik, Maharashtra",MAHA,"Fees:  ₹ 328,000"
"Thakur College of Engineering and Technology, Mumbai",BE Civil Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 585,304"
Indian Institute of Technology Guwahati,B.Tech Civil Engineering,"Guwahati, Assam",JEE,"Fees:  ₹ 861,150"
Indian Institute of Technology Indian School of Mines Dhanbad,B.Tech Civil Engineering,"Dhanbad, Jharkhand",JEE,"Fees:  ₹ 904,100"
"Sree Vidyanikethan Engineering College, Tirupati",B.Tech Civil Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 300,000"
"Sethu Institute of Technology, Kariapatti",BE Civil Engineering,"S.Kallupatti, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Kamla Nehru Institute of Technology, Sultanpur",B.Tech Civil Engineering,"Sultanpur, Uttar Pradesh",JEE,"Fees:  ₹ 238,400"
"Sardar Patel College of Engineering, Mumbai",B.Tech Civil Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 338,800"
"Mahatma Gandhi Institute of Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 351,000"
"Panimalar Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Jalpaiguri Government Engineering College, Jalpaiguri",B.Tech Civil Engineering,"Jalpaiguri, West Bengal",WBJEE,"Fees:  ₹ 35,209"
"Madan Mohan Malaviya University of Technology, Gorakhpur",B.Tech Civil Engineering,"Gorakhpur, Uttar Pradesh",NA,"Fees:  ₹ 643,700"
National Institute of Technology Durgapur,B.Tech Civil Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 550,900"
"PES College of Engineering, Mandya",BE Civil Engineering,"Mandya, Karnataka",COMEDK,"Fees:  ₹ 72,360"
"MIT Academy of Engineering, Pune",BE Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 622,948"
"KIT's College of Engineering, Kolhapur",B.Tech Civil Engineering,"Gokul Shirgaon, Maharashtra",MAHA,"Fees:  ₹ 358,920"
"Guru Jambheshwar University of Science and Technology, Hisar",B.Tech Civil Engineering,"Hisar, Haryana",NA,"Fees:  ₹ 222,000"
"Cambridge Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Kakatiya Institute of Technology and Science, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",TS,"Fees:  ₹ 342,400"
"SNS College of Technology, Coimbatore",BE Civil Engineering,"Kurumbapalayam, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"ACS College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Exams:  JEE Main ,  COMEDK UGET ,  KCET "
"Mar Athanasius College of Engineering, Kothamangalam",B.Tech Civil Engineering,"Kothamangalam, Kerala",KEAM,"Fees:  ₹ 31,900"
National Institute of Technology Hamirpur,B.Tech Civil Engineering,"Hamirpur, Himachal Pradesh",JEE,"Fees:  ₹ 568,050"
"Velagapudi Ramakrishna Siddhartha Engineering College, Vijayawada",B.Tech Civil Engineering,"Vijayawada, Andhra Pradesh",AP,"Fees:  ₹ 415,400"
"RMK Engineering College, Thiruvallur",BE Civil Engineering,"Tiruvallur, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Dr MGR Educational and Research Institute, Chennai",B.Tech Civil Engineering,"Chennai, Tamil Nadu",JEE,"Fees:  ₹ 400,000"
"Muzaffarpur Institute of Technology, Muzaffarpur",B.Tech Civil Engineering,"Muzaffarpur, Bihar",BCECE,"Fees:  ₹ 76,000"
"Vignan's Foundation for Science Technology and Research, Guntur",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",JEE,"Fees:  ₹ 820,000"
"Techno India, Salt Lake",B.Tech Civil Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 2,80,000"
"GLA University, Mathura",B.Tech Civil Engineering,"Mathura, Uttar Pradesh",GLAET,"Fees:  ₹ 6,30,000"
"Shree LR Tiwari College of Engineering, Thane",BE Civil Engineering,"Thane, Maharashtra",JEE,"Fees:  ₹ 3,44,824"
"Saveetha Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"KIET Group of Institutions, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 5,65,196"
"Vidyavardhaka College of Engineering, Mysore",BE Civil Engineering,"Mysuru, Karnataka",COMEDK,"Fees:  ₹ 8,07,840"
"The Institutions of Engineers India, Kolkata",B.Tech Civil Engineering,"Kolkata, West Bengal",NA,NA
"Sri Sai Ram Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 2,20,000"
"Lakireddy Bali Reddy College of Engineering, Mylavaram",B.Tech Civil Engineering,"Mylavaram, Andhra Pradesh",AP,"Fees:  ₹ 3,15,200"
"University Institute of Engineering and Technology, Maharshi Dayanand University, Rohtak",B.Tech Civil Engineering,"Rohtak, Haryana",JEE,"Fees:  ₹ 2,80,176"
"JS University, Shikohabad",B.Tech Civil Engineering,"Shikohabad, Uttar Pradesh",NA,NA
"Bipin Tripathi Kumaon Institute of Technology, Dwarahat",B.Tech Civil Engineering,"Hulank Talli Mirai, Uttarakhand",JEE,"Fees:  ₹ 2,76,000"
"Government Engineering College, Barton Hill, Thiruvananthapuram",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 40,825"
"JSS Academy of Technical Education, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 8,21,000"
"SRM Institute of Science and Technology, NCR Campus, Ghaziabad",B.Tech Civil Engineering,"Sadabad Jakhaiva, Uttar Pradesh",NA,NA
"OPJS University, Rajgarh",B.Tech Civil Engineering,"Churu, Rajasthan",NA,NA
"Birla Institute of Technology, Patna",BE Civil Engineering,"Patna, Bihar",JEE,"Fees:  ₹ 9,44,000"
"Central University of Haryana, Mahendergarh",B.Tech Civil Engineering,"Mahendragarh, Haryana",NA,NA
"Anjuman-I-Islam's Kalsekar Technical Campus, Navi Mumbai",BE Civil Engineering,"Navi Mumbai, Maharashtra",MAHA,"Fees:  ₹ 2,92,213"
"Adarsha College of Engineering, Angul",B.Tech Civil Engineering,"Angul, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Institute of Engineering and Technology Devi Ahilya Vishwavidyalaya, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 3,28,844"
"Walchand Institute of Technology, Solapur",B.Tech Civil Engineering,"Solapur, Maharashtra",JEE,"Fees:  ₹ 4,22,028"
"Priyadarshini College of Engineering, Nagpur",BE Civil Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 4,16,000"
"Dharmsinh Desai University, Nadiad",B.Tech Civil Engineering,"Nadiad, Gujarat",JEE,"Fees:  ₹ 6,08,000"
"Rajiv Gandhi Institute of Technology, Kottayam",B.Tech Civil Engineering,"Kottayam, Kerala",KEAM,"Fees:  ₹ 27,448"
"Sanjivani College of Engineering, Kopargaon",B.Tech Civil Engineering,"Kopargaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Government College of Engineering, Nagpur",BE Civil Engineering,"Khapri, Maharashtra",NA,Exams:  MAHA CET 
"Amal Jyothi College of Engineering, Kottayam",B.Tech Civil Engineering,"Koovappally, Kerala",KEAM,"Fees:  ₹ 3,70,100"
"Alliance College of Engineering and Design, Bangalore",B.Tech Civil Engineering,"Bangalore, Karnataka",Alliance,"Fees:  ₹ 6,00,000"
National Institute of Technology Jamshedpur,B.Tech Civil Engineering Hons,"Jamshedpur, Jharkhand",JEE,"Fees:  ₹ 7,16,000"
"Amity School of Engineering and Technology, Noida",B.Tech Civil Engineering,"Noida, Uttar Pradesh",Amity,"Fees:  ₹ 1,064,000"
"Zakir Husain College of Engineering and Technology, Aligarh Muslim University, Aligarh",B.Tech Civil Engineering,"Aligarh, Uttar Pradesh",NA,Exams:  AMU Entrance Test 
"Dr Mahalingam College of Engineering and Technology, Pollachi",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Indira Gandhi Institute of Technology, Sarang",B.Tech Civil Engineering,"Khalapal, Odisha",OJEE,"Fees:  ₹ 128,804"
"Annamalai University, Annamalai Nagar",BE Civil Engineering,"Chidambaram, Tamil Nadu",NA,"Fees:  ₹ 264,800"
"Sri Venkateswara College of Engineering, Sriperumbudur",BE Civil Engineering,"Kanchipuram, Tamil Nadu",NA,"Fees:  ₹ 960,000"
"Vishnu Institute of Technology, Bhimavaram",B.Tech Civil Engineering,"Bhimavaram, Andhra Pradesh",AP,"Fees:  ₹ 355,400"
"Bangalore University, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 100,480"
Indian Institute of Technology Tirupati,B.Tech Civil Engineering,"Tirupati, Andhra Pradesh",JEE,"Fees:  ₹ 880,650"
"Marri Laxman Reddy Institute of Technology and Management, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 260,000"
"MIT School of Engineering, Pune",B.Tech Civil Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Government Engineering College, Bilaspur",B.Tech Civil Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 80,000"
"CMR College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 400,000"
"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai",B.Tech Civil Engineering,"Chennai, Tamil Nadu",VTUEEE,"Fees:  ₹ 1,060,000"
"AD Patel Institute of Technology, Anand",B.Tech Civil Engineering,"Vitthal Udyognagar INA, Gujarat",GUJCET,"Fees:  ₹ 424,000"
"MES College of Engineering, Malappuram",B.Tech Civil Engineering,"Malappuram, Kerala",JEE,"Fees:  ₹ 300,000"
"Silver Oak College of Engineering and Technology, Ahmedabad",B.Tech Civil Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 300,000"
"Sai Nath University, Ranchi",B.Tech Civil Engineering,"Ranchi, Jharkhand",NA,NA
"Rajarajeswari College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 154,000"
"East West Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"NIMS University, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 320,000"
"SJB Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 667,840"
"Government Engineering College, Raipur",BE Civil Engineering,"Sejbahar, Chhattisgarh",JEE,"Fees:  ₹ 82,780"
"Annasaheb Dange College of Engineering and Technology, Sangli",BE Civil Engineering,"Ashta, Maharashtra",JEE,"Fees:  ₹ 316,000"
"Gautam Buddha University, Greater Noida",B.Tech Civil Engineering,"Greater Noida, Uttar Pradesh",NA,"Fees:  ₹ 416,000"
"Chandubhai S Patel Institute of Technology, Anand",B.Tech Civil Engineering,"Anand, Gujarat",GUJCET,"Fees:  ₹ 448,000"
"Kalinga University, Raipur",B.Tech Civil Engineering,"Naya Raipur, Chhattisgarh",NA,"Fees:  ₹ 401,000"
"Veer Surendra Sai University of Technology, Sambalpur",B.Tech Civil Engineering,"Burla, Odisha",JEE,"Fees:  ₹ 173,030"
"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 451,500"
"JNTUA College of Engineering, Kalikiri",B.Tech Civil Engineering,"Kalikiri, Andhra Pradesh",AP,"Fees:  ₹ 68,895"
"Government College of Engineering, Jalgaon",B.Tech Civil Engineering,"Jalgaon, Maharashtra",MAHA,"Fees:  ₹ 260,000"
"PSNA College of Engineering and Technology, Dindigul",BE Civil Engineering,"Dindigul, Tamil Nadu",NA,"Fees:  ₹ 300,000"
"BVV Sangha's Basaveshwar Engineering College, Bagalkot",BE Civil Engineering,"Bagalkot, Karnataka",JEE,"Fees:  ₹ 277,520"
"Netaji Subhas Institute of Technology, Patna",B.Tech Civil Engineering,"Patna, Bihar",NA,"Fees:  ₹ 389,300"
"Ujjain Engineering College, Ujjain",BE Civil Engineering,"Ujjain, Madhya Pradesh",NA,"Fees:  ₹ 98,714"
"Bharath Institute of Higher Education and Research, Chennai",B.Tech Civil Engineering,"Chennai, Tamil Nadu",BEEE,"Fees:  ₹ 600,000"
"Bapuji Institute of Engineering and Technology, Davangere",BE Civil Engineering,"Davanagere, Karnataka",KCET,"Fees:  ₹ 340,000"
"Saintgits College of Engineering, Kottayam",B.Tech Civil Engineering,"Pathamuttam, Kerala",KEAM,"Fees:  ₹ 380,000"
"Jaipur National University, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,NA
"Don Bosco Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 213,840"
"Bundelkhand Institute of Engineering and Technology, Jhansi",B.Tech Civil Engineering,"Jhansi, Uttar Pradesh",UPSEE,"Fees:  ₹ 199,200"
"HKBK College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 227,600"
"Imperial College of Engineering and Research, Pune",BE Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 422,000"
"Government Engineering College, Yavatmal",B.Tech Civil Engineering,"Yavatmal, Maharashtra",NA,Exams:  MAHA CET 
"Sikkim Manipal Institute of Technology, Sikkim",B.Tech Civil Engineering,"Majitar, Sikkim",JEE,"Fees:  ₹ 1,040,000"
"Techno International New Town, Kolkata",B.Tech Civil Engineering,"New Town, West Bengal",JEE,"Fees:  ₹ 300,000"
"Sri Krishna College of Technology, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 192,000"
"KLE Institute of Technology, Hubli",B.Tech Civil Engineering,"Hubli, Karnataka",COMEDK,"Fees:  ₹ 132,000"
"Global Academy of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"Rabindranath Tagore University, Raisen",BE Civil Engineering,"Raisen, Madhya Pradesh",NA,NA
"Government Engineering College, Bikaner",B.Tech Civil Engineering,"Bikaner, Rajasthan",NA,"Fees:  ₹ 220,000"
"Gudlavalleru Engineering College, Gudlavalleru",B.Tech Civil Engineering,"Gudlavalleru, Andhra Pradesh",JEE,"Fees:  ₹ 307,600"
"PSG Institute of Technology and Applied Research, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 258,000"
"Siksha 'O' Anusandhan, Bhubaneswar",B.Tech Civil Engineering,"Bhubaneshwar, Odisha",JEE,"Fees:  ₹ 1,005,000"
"Islamic University of Science and Technology, Pulwama",B.Tech Civil Engineering,"Pulwama, Jammu and Kashmir",JEE,"Fees:  ₹ 252,200"
"Bapatla Engineering College, Bapatla",B.Tech Civil Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 300,000"
"MH Saboo Siddik College of Engineering, Mumbai",B.Tech Civil Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 436,000"
"ITM University, Gwalior",B.Tech Civil Engineering,"Gwalior, Madhya Pradesh",JEE,"Fees:  ₹ 580,000"
"JNTUK University College of Engineering, Vizianagaram",B.Tech Civil Engineering,"Vizianagaram, Andhra Pradesh",AP,"Fees:  ₹ 120,000"
"SRM University AP, Amaravati",B.Tech Civil Engineering,"Kuragallu, Andhra Pradesh",NA,Exams:  SRMJEEE 
"Cochin University College of Engineering, Kuttanad",B.Tech Civil Engineering,"Pullinkunnu, Kerala",NA,"Fees:  ₹ 97,720"
"National Institute of Science and Technology, Berhampur",B.Tech Civil Engineering,"Berhampur, Odisha",JEE,"Fees:  ₹ 272,000"
"Chennai Institute of Technology, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Adhiyamaan College of Engineering, Hosur",BE Civil Engineering,"Krishnagiri, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"JECRC University, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 500,000"
"Sagi Ramakrishnam Raju Engineering College, Bhimavaram",BE Civil Engineering,"Bhimavaram, Andhra Pradesh",AP,"Fees:  ₹ 380,000"
"Shri Vishnu Engineering College for Women, Bhimavaram",B.Tech Civil Engineering,"West Godavari, Andhra Pradesh",AP,"Fees:  ₹ 380,000"
"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",B.Tech Civil Engineering,"Sonepat, Haryana",JEE,"Fees:  ₹ 187,000"
"Galgotias University, Greater Noida",B.Tech Civil Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 669,600"
"Government College of Engineering, Salem",BE Civil Engineering,"Salem, Tamil Nadu",NA,"Fees:  ₹ 67,395"
"JNTUA College of Engineering, Pulivendula",B.Tech Civil Engineering,"Pulivendula, Andhra Pradesh",AP,"Fees:  ₹ 58,760"
"Institute of Engineering and Science, IPS Academy, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",NA,"Fees:  ₹ 320,000"
"Sri Eshwar College of Engineering, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"OP Jindal University, Raigarh",B.Tech Civil Engineering,"Raigarh, Chhattisgarh",JEE,"Fees:  ₹ 474,000"
"SJC Institute of Technology, Chickballapur",BE Civil Engineering,"Chikkaballapura, Karnataka",JEE,"Fees:  ₹ 280,000"
"Jaipur Engineering College and Research Centre, Jaipur",B.Tech Civil Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 338,000"
"Velalar College of Engineering and Technology, Erode",BE Civil Engineering,"Erode, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"NSS College of Engineering, Palakkad",B.Tech Civil Engineering,"Palakkad, Kerala",KEAM,"Fees:  ₹ 40,000"
"Thanthai Periyar Government Institute of Technology, Vellore",BE Civil Engineering,"Vellore, Tamil Nadu",NA,"Fees:  ₹ 36,000"
"A1 Global Institute of Engineering and Technology, Prakasam",B.Tech Civil Engineering,"Markapur Rural, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Assam Engineering College, Guwahati",BE Civil Engineering,"Guwahati, Assam",Assam,"Fees:  ₹ 44,000"
"PES Institute of Technology and Management, Shimoga",BE Civil Engineering,"Shivamogga, Karnataka",COMEDK,"Fees:  ₹ 538,000"
"SSM College of Engineering and Technology, Baramulla",BE Civil Engineering,"Rakh Dosli Pora, Jammu and Kashmir",JKCET,"Fees:  ₹ 180,000"
"Parala Maharaja Engineering College, Berhampur",B.Tech Civil Engineering,"Berhampur, Odisha",JEE,"Fees:  ₹ 121,600"
"Bhilai Institute of Technology, Raipur",BE Civil Engineering,"Naya Raipur, Chhattisgarh",JEE,"Fees:  ₹ 140,000"
"Narsee Monjee Institute of Management Studies, Shirpur",B.Tech Civil Engineering,"Savalade, Maharashtra",NPAT,"Fees:  ₹ 600,000"
"Medi-Caps University, Indore",B.Tech Civil Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 405,000"
"Dr Babasaheb Ambedkar Technological University, Lonere",B.Tech Civil Engineering,"Lonere, Maharashtra",MAHA,"Fees:  ₹ 291,015"
"Guru Nanak Dev University, Amritsar",B.Tech Civil Engineering,"Amritsar, Punjab",JEE,"Fees:  ₹ 113,145"
"Lords Institute of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Government Engineering College, Kozhikode",B.Tech Civil Engineering,"Kozhikode, Kerala",NA,"Fees:  ₹ 52,840"
"GITAM School of Technology, Bengaluru",B.Tech Civil Engineering,"Doddaballapura, Karnataka",NA,Exams:  GITAM GAT 
"Babu Banarasi Das University, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 500,000"
"Swami Vivekanand University, Sagar",B.Tech Civil Engineering,"Sironja, Madhya Pradesh",NA,NA
"St Joseph Engineering College, Mangalore",BE Civil Engineering,"Mangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"Vel's Institute of Science Technology and Advanced Studies, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 298,800"
"Datta Meghe College of Engineering, Navi Mumbai",BE Civil Engineering,"Navi Mumbai, Maharashtra",NA,"Fees:  ₹ 370,148"
"RC Patel Institute of Technology, Shirpur",BE Civil Engineering,"Shirpur, Maharashtra",JEE,"Fees:  ₹ 416,000"
"Matrusri Engineering College, Hyderabad",BE Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 268,000"
"Government Engineering College, Rajkot",BE Civil Engineering,"Rajkot, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"CMR Institute of Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 280,000"
"National Engineering College, Kovilpatti",BE Civil Engineering,"Thoothukudi, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Velammal Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Saranathan College of Engineering, Tiruchirappalli",BE Civil Engineering,"Panjappur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"JSPM Narhe Technical Campus, Pune",BE Civil Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 328,000"
National Institute of Technology Srinagar,B.Tech Civil Engineering,"Srinagar, Jammu and Kashmir",JEE,"Fees:  ₹ 552,900"
